step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
321,457095,1286921.34,580.0,0.0,184418.13,1471339.47,0.0
208,1949085,210455.16,0.0,0.0,789026.15,999481.31,0.0
201,1852074,3974.93,20995.0,17020.07,0.0,0.0,0.0
250,457095,56864.59,0.0,0.0,297084.4,353948.99,0.0
325,1207257,138620.03,17786347.29,17924967.32,223523.18,84903.15,0.0
132,1852074,39733.18,25652.0,0.0,0.0,0.0,0.0
356,1207257,114392.18,4032.0,118424.18,0.0,0.0,0.0
330,1207257,136581.91,30825.0,167406.91,25701.97,0.0,0.0
204,1852074,17674.35,10092.0,0.0,0.0,0.0,0.0
15,1207257,105015.77,1418961.94,1523977.72,2123116.69,2018100.91,0.0
189,1852074,7776.59,117218.0,109441.41,0.0,0.0,0.0
182,1949085,50499.09,0.0,0.0,205363.15,255862.25,0.0
180,457095,259408.19,0.0,0.0,1052320.56,1311728.75,0.0
251,1949085,281911.56,1977.0,0.0,298577.34,580488.9,0.0
35,1207257,103621.8,378747.0,482368.8,639186.68,535564.89,0.0
324,1949085,227472.56,150138.0,0.0,83788.24,311260.81,0.0
255,457095,885009.4,19423.0,0.0,14683.9,899693.3,0.0
327,1852074,8281.74,0.0,0.0,0.0,0.0,0.0
40,1852074,24468.15,436641.0,412172.85,0.0,0.0,0.0
18,1207257,96300.58,32557.0,128857.58,10671859.47,11101750.13,0.0
40,1949085,5612.59,0.0,0.0,68713.87,74326.45,0.0
189,1852074,1751.12,0.0,0.0,0.0,0.0,0.0
164,1207257,146413.96,160360.42,306774.38,998468.52,852054.56,0.0
256,457095,365953.55,121301.0,0.0,0.0,365953.55,0.0
239,1852074,3085.35,5146.0,2060.65,0.0,0.0,0.0
372,457095,122385.42,0.0,0.0,168716.02,291101.44,0.0
216,1949085,346739.71,149196.0,0.0,0.0,346739.71,0.0
277,1852074,6116.83,1407.0,0.0,0.0,0.0,0.0
130,1207257,28939.56,18916790.88,18945730.44,2057420.12,2855229.93,0.0
354,1852074,6546.78,22080.0,15533.22,0.0,0.0,0.0
215,1852074,25137.75,4656.36,0.0,0.0,0.0,0.0
161,1852074,790.99,0.0,0.0,0.0,0.0,0.0
277,1207257,159557.53,50087.0,209644.53,1503151.35,1343593.82,0.0
203,1207257,295208.85,1391.0,296599.85,2676343.28,2381134.43,0.0
34,1949085,102377.77,20996.0,0.0,3514541.89,3616919.66,0.0
276,1852074,4403.4,0.0,0.0,0.0,0.0,0.0
130,457095,3209413.74,684164.64,0.0,418514.88,3627928.62,0.0
138,1852074,42190.03,576.0,0.0,0.0,0.0,0.0
253,1949085,35578.09,538200.0,502621.91,26144.68,61722.77,0.0
352,457095,609010.16,0.0,0.0,3147268.99,3756279.16,0.0
225,1852074,5700.33,0.0,0.0,0.0,0.0,0.0
188,1852074,4477.46,0.0,0.0,0.0,0.0,0.0
204,1852074,6001.12,10356.0,4354.88,0.0,0.0,0.0
374,1852074,3917.7,0.0,0.0,0.0,0.0,0.0
214,1852074,17169.91,123297.51,106127.6,0.0,0.0,0.0
232,1852074,463.42,138367.46,137904.04,0.0,0.0,0.0
347,1852074,3098.91,90107.0,87008.09,0.0,0.0,0.0
235,1949085,276604.75,45759.0,0.0,7592572.68,7869177.42,0.0
275,1852074,3475.61,0.0,0.0,0.0,0.0,0.0
255,1852074,8422.86,20159.0,11736.14,0.0,0.0,0.0
253,1852074,48561.8,159.0,0.0,0.0,0.0,0.0
306,1949085,456670.91,0.0,0.0,870930.9,1327601.81,0.0
309,1949085,273336.06,133212.85,0.0,1538797.06,1812133.12,0.0
9,1207257,85613.9,814867.78,900481.67,243271.28,0.0,0.0
34,1852074,1043.92,0.0,0.0,0.0,0.0,0.0
17,1852074,20598.39,603.0,0.0,0.0,0.0,0.0
145,1852074,3519.74,21742.0,18222.26,0.0,0.0,0.0
307,1949085,78965.19,281844.16,202878.97,97073.7,176038.89,0.0
232,1949085,163967.41,1478.0,0.0,0.0,163967.41,0.0
251,1949085,67230.09,0.0,0.0,815425.34,882655.43,0.0
178,1949085,148.97,12351.0,12202.03,3014718.61,3014867.58,0.0
376,1207257,86710.16,11844996.32,11931706.49,116224.74,29514.58,0.0
355,1949085,78800.81,0.0,0.0,2153641.48,2232442.29,0.0
201,1207257,257882.12,11632.0,269514.12,0.0,0.0,0.0
278,1852074,1956.48,3138.06,1181.57,0.0,0.0,0.0
161,1207257,175484.59,6052100.73,6227585.32,8226908.93,8051424.34,0.0
299,1852074,14999.35,0.0,0.0,0.0,0.0,0.0
130,1207257,86798.04,4879089.52,4965887.56,619488.92,532690.88,0.0
137,1852074,22566.81,50190.0,27623.19,0.0,0.0,0.0
345,457095,2640312.96,0.0,0.0,2663524.42,5303837.38,0.0
188,1852074,5268.5,72618.72,67350.21,0.0,0.0,0.0
304,1852074,10639.17,71358.0,60718.83,0.0,0.0,0.0
211,1207257,202357.57,5983960.36,6186317.93,2969731.5,2767373.93,0.0
235,1949085,22191.45,0.0,0.0,932776.73,954968.17,0.0
303,1949085,26622.51,0.0,0.0,58861.43,85483.94,0.0
164,1949085,318580.57,0.0,0.0,5068742.12,5547912.56,0.0
232,1949085,486370.15,0.0,0.0,10988153.66,11474523.81,0.0
157,457095,515930.19,0.0,0.0,529015.19,1044945.38,0.0
281,1207257,56935.38,60140.0,117075.38,140707.26,83771.88,0.0
251,1949085,182058.01,0.0,0.0,288786.79,470844.8,0.0
178,1852074,9427.15,403600.48,394173.33,0.0,0.0,0.0
278,1949085,81306.93,11048.0,0.0,50647.2,131954.13,0.0
133,1207257,316171.73,32655.0,348826.73,3444247.29,3128075.57,0.0
184,1207257,454037.21,103906.0,557943.21,828982.64,374945.42,0.0
182,1852074,3764.49,0.0,0.0,0.0,0.0,0.0
34,1852074,20503.98,35958.0,15454.02,0.0,0.0,0.0
23,1852074,2517.94,143.0,0.0,0.0,0.0,0.0
19,1949085,84424.4,0.0,0.0,119851.56,204275.96,0.0
300,1949085,9239.99,0.0,0.0,1498661.31,1507901.3,0.0
304,1852074,35986.01,0.0,0.0,0.0,0.0,0.0
325,457095,825896.67,24297.99,0.0,10780198.96,11606095.64,0.0
262,1852074,67087.61,0.0,0.0,0.0,0.0,0.0
326,1852074,5817.63,71944.0,66126.37,0.0,0.0,0.0
11,1852074,2346.63,0.0,0.0,0.0,0.0,0.0
135,1949085,73284.59,14706.0,0.0,452988.75,526273.34,0.0
139,1949085,133189.37,210713.02,77523.65,935224.08,1068413.46,0.0
347,1207257,295431.16,52623.0,348054.16,0.0,0.0,0.0
278,1949085,164063.53,318158.0,154094.47,258712.18,422775.71,0.0
324,457095,1840843.57,0.0,0.0,5495520.13,7248763.48,0.0
188,1852074,9742.12,3105.0,0.0,0.0,0.0,0.0
43,1852074,963.87,64341.24,63377.37,0.0,0.0,0.0
131,1949085,51303.89,0.0,0.0,7244897.4,7296201.29,0.0
298,1949085,79062.42,0.0,0.0,446795.24,525857.66,0.0
162,1207257,221833.14,7072456.22,7294289.36,2946156.87,2724323.73,0.0
236,1949085,384007.98,0.0,0.0,799097.55,1183105.53,0.0
185,1852074,16818.19,260956.0,244137.81,0.0,0.0,0.0
258,1949085,79559.45,0.0,0.0,186160.43,306670.44,0.0
179,1852074,49411.64,0.0,0.0,0.0,0.0,0.0
252,1949085,268590.87,11453.0,0.0,1169292.3,1437883.18,0.0
19,1949085,16357.17,361717.0,345359.83,45265.0,187472.72,0.0
348,1852074,7766.06,0.0,0.0,0.0,0.0,0.0
327,1949085,170812.29,5629.0,0.0,1595687.73,1766500.01,0.0
299,1207257,26273.39,3519389.68,3545663.07,101781.81,75508.42,0.0
10,1852074,3502.94,0.0,0.0,0.0,0.0,0.0
19,1852074,11325.79,0.0,0.0,0.0,0.0,0.0
303,1949085,86636.23,61557.96,0.0,113707.11,200343.34,0.0
281,1207257,61615.55,1729943.8,1791559.35,231909.66,170294.12,0.0
228,1949085,159896.79,1454.0,0.0,621865.6,781762.38,0.0
44,1852074,687.16,0.0,0.0,0.0,0.0,0.0
211,1207257,44316.01,5551911.23,5596227.24,117825.49,73509.48,0.0
153,1949085,58468.62,509.0,0.0,496063.56,554532.18,0.0
278,1949085,96007.53,21532.0,0.0,119832.79,215840.32,0.0
155,1949085,35055.88,0.0,0.0,3732950.07,3768005.95,0.0
283,1207257,23676.66,33261.0,56937.66,772275.21,748598.55,0.0
348,1207257,282438.03,4097177.72,4379615.75,1150571.95,868133.92,0.0
43,1852074,13177.98,153.0,0.0,0.0,0.0,0.0
328,1852074,334.54,46680.0,46345.46,0.0,0.0,0.0
282,1852074,23596.77,7340.62,0.0,0.0,0.0,0.0
41,1207257,68698.14,7004899.67,7073597.81,30249690.21,30180992.07,0.0
378,1949085,233459.95,0.0,0.0,392864.72,626324.67,0.0
14,1949085,45127.55,0.0,0.0,1326329.08,1371456.63,0.0
15,457095,339625.66,10160.0,0.0,3115826.03,3586396.55,0.0
346,1852074,5687.7,1154.0,0.0,0.0,0.0,0.0
278,1949085,50701.35,1008.0,0.0,266140.46,316841.82,0.0
234,1949085,18977.94,0.0,0.0,84458.27,103436.21,0.0
280,457095,686925.05,0.0,0.0,1249547.72,1936472.77,0.0
309,1949085,11787.14,10234.0,0.0,450500.15,462287.29,0.0
325,1949085,166742.0,30928.0,0.0,836785.07,1003527.07,0.0
254,457095,2925660.2,460428.0,0.0,0.0,2925660.2,0.0
380,1852074,2157.32,117327.0,115169.68,0.0,0.0,0.0
37,1852074,9390.43,0.0,0.0,0.0,0.0,0.0
275,1852074,14072.86,0.0,0.0,0.0,0.0,0.0
259,457095,626075.6,74256.0,0.0,1760917.01,2386992.61,0.0
300,1852074,28988.11,12549.0,0.0,0.0,0.0,0.0
135,1852074,1681.2,268101.86,266420.66,0.0,0.0,0.0
9,1949085,226441.89,0.0,0.0,270671.89,1797201.17,0.0
163,1207257,2007.13,87505.0,89512.13,86659.99,333351.58,0.0
214,1949085,141832.1,21578.0,0.0,2669478.84,2811310.94,0.0
185,1949085,563787.34,9806.0,0.0,1097773.64,1661560.98,0.0
226,1852074,3469.6,11673.0,8203.4,0.0,0.0,0.0
373,1949085,65420.69,0.0,0.0,408500.54,473921.22,0.0
370,1852074,5914.0,12346.0,6432.0,0.0,0.0,0.0
306,1207257,172599.17,10845.0,183444.17,314075.56,141476.39,0.0
328,1852074,18860.94,385602.59,366741.65,0.0,0.0,0.0
334,457095,519191.06,299265.0,0.0,463394.11,982585.17,0.0
188,1949085,73005.63,36411.0,0.0,187987.63,260993.26,0.0
188,1207257,265184.26,947161.0,1212345.26,0.0,0.0,0.0
164,1207257,170283.49,30570.0,200853.49,0.0,218231.31,0.0
137,1852074,10807.67,9001.0,0.0,0.0,0.0,0.0
36,1949085,191168.5,459421.0,268252.5,1646848.92,1838017.42,0.0
310,1207257,30711.84,11804386.96,11835098.8,2570482.26,2539770.42,0.0
283,1852074,1887.83,149012.0,147124.17,0.0,0.0,0.0
10,1949085,383830.96,0.0,0.0,940589.17,1324420.12,0.0
159,1949085,88105.09,0.0,0.0,4522142.79,4610247.87,0.0
307,1852074,27113.64,134535.8,107422.15,0.0,0.0,0.0
208,1852074,12431.28,31470.0,19038.72,0.0,0.0,0.0
48,1852074,5351.87,26660.0,21308.13,0.0,0.0,0.0
330,35119,4928.65,0.0,0.0,81064.82,85993.48,0.0
40,1949085,256907.4,10055.0,0.0,0.0,256907.4,0.0
250,1949085,548047.73,23241.0,0.0,159059.31,707107.04,0.0
370,1949085,516959.35,26504.0,0.0,1054610.26,1571569.6,0.0
353,1949085,195856.69,11637.0,0.0,39846.21,235702.9,0.0
326,1852074,5842.64,272555.0,266712.36,0.0,0.0,0.0
355,1207257,20031.55,16439345.87,16459377.42,2494855.88,2474824.33,0.0
230,1207257,84198.6,23109862.86,23194061.46,798692.8,714494.2,0.0
157,1949085,12911.07,0.0,0.0,940775.89,953686.97,0.0
355,1949085,43398.07,0.0,0.0,398877.44,345750.16,0.0
376,1852074,34885.42,0.0,0.0,0.0,0.0,0.0
258,1949085,71206.11,128.0,0.0,0.0,71206.11,0.0
163,1949085,491605.13,1359.0,0.0,75000.23,566605.36,0.0
21,1852074,5269.73,142479.87,137210.14,0.0,0.0,0.0
211,1852074,4617.91,0.0,0.0,0.0,0.0,0.0
41,1949085,32015.16,0.0,0.0,37277.75,69292.91,0.0
140,1852074,1229.82,0.0,0.0,0.0,0.0,0.0
254,1207257,109300.39,21424.0,130724.39,65063.37,0.0,0.0
165,1207257,284038.51,1505923.14,1789961.66,2853905.41,2569866.9,0.0
132,1949085,393969.76,3125.0,0.0,508057.51,902027.26,0.0
181,1949085,148848.47,0.0,0.0,383620.58,532469.04,0.0
15,1207257,271151.3,482716.68,753867.97,845335.36,574184.06,0.0
11,1949085,277920.49,265908.45,0.0,104910.92,382831.41,0.0
332,1852074,11137.93,58848.0,47710.07,0.0,0.0,0.0
20,1852074,3656.09,445924.69,442268.6,0.0,0.0,0.0
330,1852074,43070.91,0.0,0.0,0.0,0.0,0.0
375,1852074,22291.35,0.0,0.0,0.0,0.0,0.0
331,1852074,15446.02,0.0,0.0,0.0,0.0,0.0
155,1949085,18570.67,1677.0,0.0,0.0,18570.67,0.0
359,1207257,84152.67,12217699.26,12301851.93,417454.31,333301.64,0.0
331,1207257,101224.29,4571254.82,4672479.11,138221.94,0.0,0.0
185,1949085,150992.36,0.0,0.0,275227.35,426219.71,0.0
276,1207257,90481.72,19828.0,110309.72,569105.83,478624.11,0.0
9,1949085,205505.31,0.0,0.0,635736.51,841241.81,0.0
357,1852074,5348.55,0.0,0.0,0.0,0.0,0.0
231,457095,1611563.02,652891.0,0.0,684247.47,2295810.49,0.0
188,1949085,85833.45,0.0,0.0,8201788.25,8287621.7,0.0
355,1949085,348738.16,0.0,0.0,427108.29,775846.45,0.0
231,1852074,3259.93,452766.0,449506.07,0.0,0.0,0.0
185,1207257,41334.99,70568.0,111902.99,0.0,0.0,0.0
17,1207257,262836.83,11112.0,273948.83,371746.67,460704.15,0.0
334,1207257,55986.69,1375538.41,1431525.1,3345080.97,3289094.28,0.0
253,1852074,21487.82,26124.91,4637.09,0.0,0.0,0.0
42,1207257,63919.04,4042414.68,4106333.72,66762.11,2843.06,0.0
188,1207257,254274.61,57668.0,311942.61,996129.7,741855.09,0.0
212,1852074,4275.68,0.0,0.0,0.0,0.0,0.0
158,1207257,51109.78,1144901.22,1196011.0,523872.02,472762.24,0.0
162,1949085,164930.6,0.0,0.0,315329.8,480260.41,0.0
369,1852074,3874.36,0.0,0.0,0.0,0.0,0.0
280,1949085,68094.01,0.0,0.0,59328.14,127422.16,0.0
42,1949085,121637.58,42710.0,0.0,2937081.88,2762149.9,0.0
307,1852074,4180.49,19770.0,15589.51,0.0,0.0,0.0
188,457095,364533.05,330152.5,0.0,1139843.48,1504376.52,0.0
282,1852074,18206.11,0.0,0.0,0.0,0.0,0.0
205,1949085,177403.64,143.0,0.0,0.0,177403.64,0.0
297,1852074,32869.08,0.0,0.0,0.0,0.0,0.0
255,1207257,67818.18,315422.0,383240.18,13060.47,0.0,0.0
306,1207257,469447.87,15028.0,484475.87,171326.91,0.0,0.0
162,1949085,287608.7,21924.0,0.0,613585.06,901193.77,0.0
251,457095,1049840.24,5015.0,0.0,395860.0,1445700.24,0.0
235,1852074,2254.58,45406.0,43151.42,0.0,0.0,0.0
162,1207257,366390.2,1691.0,368081.2,0.0,0.0,0.0
303,1949085,261418.13,13293.0,0.0,9145.81,270563.94,0.0
350,1949085,105545.14,19754.0,0.0,629953.72,735498.86,0.0
205,1852074,7040.07,49746.0,42705.93,0.0,0.0,0.0
353,1949085,253409.8,39633.0,0.0,0.0,253409.8,0.0
163,1852074,9481.97,165943.88,156461.91,0.0,0.0,0.0
304,1207257,15891.68,21343510.53,21359402.21,431764.28,415872.6,0.0
21,1949085,191561.38,49541.0,0.0,2597425.94,2822167.42,0.0
230,1949085,122653.33,37856.0,0.0,1093.67,123747.01,0.0
21,1852074,6629.34,102202.92,95573.58,0.0,0.0,0.0
185,1852074,14957.25,0.0,0.0,0.0,0.0,0.0
187,1852074,10109.65,30527.79,20418.14,0.0,0.0,0.0
209,1949085,207321.36,107142.0,0.0,0.0,207321.36,0.0
302,457095,931743.21,11127.0,0.0,271168.44,1289325.35,0.0
38,1949085,119703.92,0.0,0.0,261301.76,381005.68,0.0
203,1852074,7186.0,0.0,0.0,0.0,0.0,0.0
355,1207257,359570.44,22333.0,381903.44,0.0,0.0,0.0
261,1852074,1190.14,8507.0,7316.86,0.0,0.0,0.0
185,1852074,3895.82,400.0,0.0,0.0,0.0,0.0
378,1949085,95839.89,34268.29,0.0,408781.83,504621.72,0.0
380,1207257,105200.68,353750.98,458951.66,401040.13,295839.44,0.0
305,1949085,91362.47,14857.0,0.0,572360.11,663722.57,0.0
163,1207257,112480.57,134225.0,246705.57,0.0,0.0,0.0
324,1852074,33329.5,23806.0,0.0,0.0,0.0,0.0
166,1852074,31175.33,24205.0,0.0,0.0,0.0,0.0
189,1852074,23.1,0.0,0.0,0.0,0.0,0.0
155,1949085,84935.99,1693.0,0.0,0.0,84935.99,0.0
249,1852074,16832.43,38963.67,22131.24,0.0,0.0,0.0
204,457095,143232.88,0.0,0.0,283511.42,426744.3,0.0
296,457095,3043141.07,3043141.07,0.0,0.0,0.0,1.0
43,1852074,24382.46,267091.69,242709.24,0.0,0.0,0.0
330,1949085,155892.51,0.0,0.0,749647.64,905540.16,0.0
210,1207257,115612.65,737944.15,853556.81,4401794.53,4286181.88,0.0
258,1949085,111439.92,0.0,0.0,13102526.61,13213966.53,0.0
286,1949085,33342.55,93380.0,60037.45,0.0,33342.55,0.0
306,457095,1323057.93,0.0,0.0,4988090.24,6311148.17,0.0
21,1852074,5244.07,8540.0,3295.93,0.0,0.0,0.0
36,1949085,412698.48,0.0,0.0,2221252.63,2633951.12,0.0
36,457095,933612.71,0.0,0.0,1368433.73,2302046.44,0.0
183,1949085,245922.62,10370.0,0.0,261198.52,507121.14,0.0
163,1949085,50601.49,21149.0,0.0,2375299.15,2425900.64,0.0
161,1949085,72230.72,0.0,0.0,971245.94,1228277.36,0.0
349,1852074,20460.42,0.0,0.0,0.0,0.0,0.0
179,1852074,1821.6,179763.66,177942.06,0.0,0.0,0.0
20,1852074,2097.14,0.0,0.0,0.0,0.0,0.0
234,1207257,199569.77,12747257.56,12946827.33,2234499.27,2034929.51,0.0
11,1852074,8372.97,203395.0,195022.03,0.0,0.0,0.0
184,1852074,7367.62,0.0,0.0,0.0,0.0,0.0
191,1852074,12461.52,17978.0,5516.48,0.0,0.0,0.0
162,1852074,5108.14,0.0,0.0,0.0,0.0,0.0
129,1949085,275716.76,19590.37,0.0,902887.13,1178603.89,0.0
49,1852074,5754.6,0.0,0.0,0.0,0.0,0.0
298,1852074,33791.4,0.0,0.0,0.0,0.0,0.0
7,1207257,245256.44,1830872.44,2076128.88,285534.83,40278.39,0.0
305,1949085,146753.13,0.0,0.0,213110.26,359863.39,0.0
355,1207257,68171.37,543837.34,612008.71,631957.95,563786.58,0.0
131,1207257,119574.58,2598320.84,2717895.42,142289.71,22715.13,0.0
141,457095,437579.13,0.0,0.0,2137004.23,2574583.36,0.0
373,1852074,17224.54,0.0,0.0,0.0,0.0,0.0
325,1852074,1559.16,0.0,0.0,0.0,0.0,0.0
346,457095,1018339.01,0.0,0.0,6115838.27,7134177.28,0.0
328,1852074,30088.98,14737.0,0.0,0.0,0.0,0.0
259,457095,87938.13,245.0,0.0,633016.06,720954.19,0.0
279,1207257,66307.06,429343.85,495650.91,1483645.93,1417338.87,0.0
256,1949085,73515.06,102159.73,28644.67,1075986.86,1149501.92,0.0
164,1949085,258597.04,0.0,0.0,666018.67,814148.02,0.0
208,1852074,564.12,0.0,0.0,0.0,0.0,0.0
131,1207257,98124.73,17029859.81,17127984.53,3218983.45,3120858.72,0.0
161,1949085,104457.83,50007.0,0.0,4671877.23,4900629.45,0.0
131,1949085,231695.58,52516.0,0.0,384070.21,615765.78,0.0
358,1949085,238028.07,0.0,0.0,529128.4,767156.47,0.0
187,1852074,1093.54,273960.09,272866.55,0.0,0.0,0.0
282,1852074,40292.49,0.0,0.0,0.0,0.0,0.0
204,1949085,25598.23,107659.0,82060.77,175514.46,201112.69,0.0
279,1852074,8339.49,13074.0,4734.51,0.0,0.0,0.0
323,1852074,37082.07,0.0,0.0,0.0,0.0,0.0
376,1852074,11759.63,39970.0,28210.37,0.0,0.0,0.0
260,1207257,208704.94,7034533.32,7243238.27,650742.37,442037.42,0.0
372,1852074,2016.54,11244.0,9227.46,0.0,0.0,0.0
259,1852074,18034.64,908986.0,890951.36,0.0,0.0,0.0
253,1852074,16948.81,0.0,0.0,0.0,0.0,0.0
326,1852074,3319.8,69699.0,66379.2,0.0,0.0,0.0
133,1852074,36283.33,15863.0,0.0,0.0,0.0,0.0
329,1207257,205686.94,376316.33,582003.27,4204792.76,3999105.82,0.0
131,1207257,178619.8,1664062.36,1842682.16,415107.06,257828.29,0.0
282,1207257,135986.76,21215.0,157201.76,4245129.92,4109143.16,0.0
159,1949085,54414.4,19363.0,0.0,0.0,54414.4,0.0
203,1207257,79868.59,6094779.14,6174647.73,2357047.51,2277178.91,0.0
253,1852074,8277.34,221.0,0.0,0.0,0.0,0.0
188,1207257,244730.74,15417372.84,15662103.57,286091.03,41360.3,0.0
353,1852074,23010.69,29995.0,6984.31,0.0,0.0,0.0
204,1852074,15636.0,100366.0,84730.0,0.0,0.0,0.0
205,1207257,164567.82,7362681.96,7527249.78,165140.36,572.53,0.0
355,1207257,354870.3,1715868.09,2070738.39,3427396.42,3072526.12,0.0
42,1852074,18209.45,0.0,0.0,0.0,0.0,0.0
228,457095,42782.22,0.0,0.0,3704168.78,3746951.0,0.0
43,1852074,4898.42,0.0,0.0,0.0,0.0,0.0
376,457095,336198.89,0.0,0.0,780374.22,1116573.11,0.0
275,1949085,106065.18,386027.15,279961.97,1578855.48,1684920.66,0.0
331,1207257,510284.32,11320093.86,11830378.19,1086560.4,576276.07,0.0
276,1207257,354425.05,1860192.15,2214617.2,6111423.09,5756998.04,0.0
11,1949085,418946.24,0.0,0.0,1729277.78,2096160.03,0.0
138,457095,476280.96,17026.38,0.0,634395.36,1572253.79,0.0
139,1949085,263817.87,29507.91,0.0,0.0,263817.87,0.0
252,1852074,17474.34,104840.0,87365.66,0.0,0.0,0.0
34,1949085,333977.3,83.0,0.0,581652.12,915629.42,0.0
136,1949085,263120.22,0.0,0.0,433804.31,1215586.67,0.0
132,1852074,14511.89,0.0,0.0,0.0,0.0,0.0
371,1949085,656312.37,0.0,0.0,1581255.14,2237567.51,0.0
373,1949085,92306.04,72711.0,0.0,0.0,92306.04,0.0
327,1852074,1826.92,0.0,0.0,0.0,0.0,0.0
161,1949085,5780.91,883935.0,878154.09,0.0,128642.16,0.0
15,1949085,280612.46,0.0,0.0,3733942.54,5057453.99,0.0
133,1852074,36467.53,44024.0,7556.47,0.0,0.0,0.0
351,1852074,18038.45,0.0,0.0,0.0,0.0,0.0
15,1949085,32175.1,123164.0,90988.9,6128782.17,6160957.28,0.0
144,1852074,12375.48,51984.0,39608.52,0.0,0.0,0.0
34,457095,45288.04,0.0,0.0,1210566.61,1255854.66,0.0
139,1949085,280302.43,0.0,0.0,1504543.7,1500145.53,0.0
299,1949085,48475.11,0.0,0.0,123727.86,172202.97,0.0
277,1852074,9766.35,10365.0,598.65,0.0,0.0,0.0
44,1207257,156019.92,7027.0,163046.92,723052.21,567032.28,0.0
273,1949085,260287.18,103691.0,0.0,0.0,260287.18,0.0
238,1852074,7751.11,20544.0,12792.89,0.0,0.0,0.0
205,1949085,150170.27,0.0,0.0,3674490.96,3824661.23,0.0
325,1207257,117008.96,10801.0,127809.96,1071523.73,954514.76,0.0
137,1949085,324563.4,0.0,0.0,3571554.81,3896118.21,0.0
159,1852074,12950.45,0.0,0.0,0.0,0.0,0.0
252,457095,432818.33,0.0,0.0,1495617.64,1928435.97,0.0
327,457095,5414537.76,1080.0,0.0,721977.11,6136514.87,0.0
212,1852074,10119.87,0.0,0.0,0.0,0.0,0.0
254,1207257,219332.15,8508.0,227840.15,531811.67,312479.52,0.0
146,1207257,126232.59,5185758.31,5311990.9,304792.3,178559.72,0.0
