step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
260,1949085,100694.49,0.0,0.0,3569474.23,3670168.72,0.0
10,1207257,105368.59,18631720.25,18737088.83,916113.25,1061052.7,0.0
211,1852074,19549.91,24309.72,4759.81,0.0,0.0,0.0
274,1852074,11875.28,0.0,0.0,0.0,0.0,0.0
20,1852074,3494.01,10928.0,7433.99,0.0,0.0,0.0
212,1852074,15792.5,60897.75,45105.25,0.0,0.0,0.0
347,1852074,5189.46,0.0,0.0,0.0,0.0,0.0
331,1852074,3125.71,163548.78,160423.06,0.0,0.0,0.0
37,1207257,487580.71,552.0,488132.71,205716.71,0.0,0.0
96,1852074,12569.8,15850.31,3280.51,0.0,0.0,0.0
330,1949085,108811.02,5038.0,0.0,0.0,108811.02,0.0
11,1949085,242311.03,0.0,0.0,928138.27,1170449.3,0.0
189,1207257,6163.26,2052565.62,2058728.88,258607.06,252443.81,0.0
13,1949085,125724.56,11627.0,0.0,5227901.4,5353625.96,0.0
284,1852074,19917.94,47654.0,27736.06,0.0,0.0,0.0
9,1207257,279272.44,5855847.86,6135120.3,1411983.53,1061472.68,0.0
204,1852074,18809.69,0.0,0.0,0.0,0.0,0.0
36,1852074,17758.07,0.0,0.0,0.0,0.0,0.0
12,1207257,52648.89,5457687.1,5510335.99,345729.64,293080.75,0.0
227,1852074,26939.33,40108.0,13168.67,0.0,0.0,0.0
184,1207257,156634.39,3575133.56,3731767.95,7731872.38,7575237.98,0.0
334,1949085,357702.0,0.0,0.0,462778.21,820480.21,0.0
11,1949085,132921.7,0.0,0.0,472336.73,1473326.29,0.0
191,1852074,13768.01,0.0,0.0,0.0,0.0,0.0
12,1949085,259233.39,0.0,0.0,1467623.21,2056418.29,0.0
331,1852074,6529.28,50217.0,43687.72,0.0,0.0,0.0
347,1949085,242117.53,151034.0,0.0,1150274.95,1392392.48,0.0
131,1207257,70676.12,6833342.85,6904018.96,4634317.66,4563641.54,0.0
370,1949085,172756.09,49702.0,0.0,141990.19,314746.28,0.0
135,1949085,381069.4,50698.0,0.0,169395.23,550464.62,0.0
231,1949085,109284.85,29808.0,0.0,173766.09,283050.94,0.0
358,1949085,150961.5,50365.0,0.0,0.0,150961.5,0.0
347,1207257,180789.32,7168.0,187957.32,0.0,0.0,0.0
308,1949085,23745.75,146.0,0.0,622138.16,645883.91,0.0
204,1852074,10474.45,208660.18,198185.73,0.0,0.0,0.0
236,457095,25144.76,0.0,0.0,1160895.69,1186040.45,0.0
158,457095,261056.54,2723.0,0.0,0.0,261056.54,0.0
177,1852074,12484.13,74940.3,62456.17,0.0,0.0,0.0
324,1949085,278601.74,0.0,0.0,678626.32,957228.06,0.0
355,1852074,19588.36,40227.0,20638.64,0.0,0.0,0.0
300,1207257,23227.58,5945557.53,5968785.12,368630.44,345402.86,0.0
155,1852074,32381.21,0.0,0.0,0.0,0.0,0.0
178,1207257,81552.06,9903885.81,9985437.87,157338.8,75786.74,0.0
261,1207257,45244.71,23258577.57,23303822.28,929903.49,884658.78,0.0
229,1949085,162774.24,0.0,0.0,1046620.05,1209394.29,0.0
257,1852074,8022.94,31783.0,23760.06,0.0,0.0,0.0
43,1949085,409759.96,39838.0,0.0,1665362.32,2887895.2,0.0
38,1949085,69713.24,0.0,0.0,338015.48,407728.72,0.0
379,1852074,9085.82,31736.0,22650.18,0.0,0.0,0.0
164,1852074,11899.06,9185.0,0.0,0.0,0.0,0.0
37,457095,1060940.74,26401.0,0.0,47011.0,1107951.74,0.0
9,1949085,113107.46,0.0,0.0,22521340.21,23475205.72,0.0
308,1852074,18753.82,116741.58,97987.76,0.0,0.0,0.0
36,1949085,43822.21,0.0,0.0,79095.23,122917.45,0.0
330,1949085,108959.87,7039.0,0.0,3192.93,112152.8,0.0
274,1949085,265387.37,129.0,0.0,14399479.07,14664866.44,0.0
134,1949085,80584.4,10398.0,0.0,0.0,80584.4,0.0
234,1852074,8671.04,5352.25,0.0,0.0,0.0,0.0
184,1852074,14889.74,22754.59,7864.84,0.0,0.0,0.0
333,1852074,16547.55,0.0,0.0,0.0,0.0,0.0
329,1949085,90069.38,10123.0,0.0,0.0,90069.38,0.0
274,1852074,7185.13,10796.0,3610.87,0.0,0.0,0.0
212,1949085,225491.55,194916.0,0.0,0.0,225491.55,0.0
373,1207257,356967.13,21372208.86,21729175.99,705201.36,348234.23,0.0
210,457095,894265.96,0.0,0.0,1195680.92,2089946.87,0.0
159,457095,197172.45,150422.0,0.0,2726957.55,2924130.0,0.0
323,1852074,56887.95,69533.0,12645.05,0.0,0.0,0.0
253,1949085,53312.73,0.0,0.0,2241568.42,2294881.14,0.0
276,1852074,19608.87,0.0,0.0,0.0,0.0,0.0
43,1949085,7319.34,56318.0,48998.66,209384.14,216703.48,0.0
226,1949085,144978.38,19246.0,0.0,0.0,144978.38,0.0
232,1949085,102075.21,0.0,0.0,738675.55,840750.76,0.0
209,1949085,168306.45,556.0,0.0,3231326.7,3399633.15,0.0
131,1949085,453726.26,0.0,0.0,2548622.7,3002348.97,0.0
306,1852074,22070.75,82467.0,60396.25,0.0,0.0,0.0
325,1207257,50772.93,977357.03,1028129.96,911330.09,860557.16,0.0
329,1207257,321938.22,2542854.2,2864792.42,519110.79,197172.57,0.0
179,1949085,311028.48,666.0,0.0,4674.66,315703.13,0.0
41,1949085,264852.13,0.0,0.0,283304.33,548156.46,0.0
206,1207257,84067.89,359293.59,443361.48,996175.41,912107.52,0.0
232,1949085,267725.35,0.0,0.0,786847.83,1054573.17,0.0
211,1207257,44011.61,8284440.71,8328452.33,7050684.38,7006672.76,0.0
356,1852074,5319.58,91363.25,86043.68,0.0,0.0,0.0
37,1852074,14717.54,47059.66,32342.12,0.0,0.0,0.0
37,1949085,201134.34,51518.0,0.0,9253936.22,9259812.74,0.0
180,1852074,8853.31,12393.0,3539.69,0.0,0.0,0.0
14,1852074,25642.16,0.0,0.0,0.0,0.0,0.0
301,1852074,7670.1,210665.0,202994.9,0.0,0.0,0.0
372,1949085,154477.29,0.0,0.0,320177.6,474654.89,0.0
203,1852074,1353.55,0.0,0.0,0.0,0.0,0.0
254,1852074,12573.76,30611.0,18037.24,0.0,0.0,0.0
321,1949085,134751.25,71765.0,0.0,3085812.22,3220563.47,0.0
186,1852074,1698.17,15430.0,13731.83,0.0,0.0,0.0
235,1949085,172481.34,43692.0,0.0,245566.75,418048.09,0.0
138,1949085,45.45,150.0,104.55,106397.1,15438.12,0.0
45,457095,389578.19,0.0,0.0,525009.34,914587.53,0.0
228,1949085,465654.01,278.0,0.0,0.0,465654.01,0.0
326,457095,1021973.5,0.0,0.0,3256543.33,4278516.84,0.0
354,1207257,451606.55,4441571.2,4893177.75,583506.43,131899.88,0.0
259,1852074,4710.07,642.0,0.0,0.0,0.0,0.0
164,1852074,16291.78,29656.0,13364.22,0.0,0.0,0.0
303,457095,962087.21,22099.0,0.0,0.0,962087.21,0.0
131,1949085,17055.49,0.0,0.0,2410934.86,2427990.35,0.0
13,1949085,36204.86,0.0,0.0,237273.76,1624430.25,0.0
46,457095,53877.52,103870.0,49992.48,4857499.62,4911377.14,0.0
275,1207257,62880.41,80315.0,143195.41,156221.12,93340.71,0.0
21,1852074,6731.89,0.0,0.0,0.0,0.0,0.0
235,457095,831206.92,284.0,0.0,25857.05,857063.97,0.0
155,1852074,13634.28,271295.0,257660.72,0.0,0.0,0.0
203,1207257,11039.52,12390.0,23429.52,0.0,0.0,0.0
324,1852074,14669.65,12163.0,0.0,0.0,0.0,0.0
231,457095,40778.12,0.0,0.0,62513.22,103291.35,0.0
372,1949085,457049.12,6410.0,0.0,80899.53,537948.66,0.0
353,1852074,26897.33,57823.0,30925.67,0.0,0.0,0.0
11,1949085,173742.3,0.0,0.0,545412.2,719154.5,0.0
43,1207257,28017.98,1362271.51,1390289.49,981459.95,953441.97,0.0
134,1949085,176640.83,0.0,0.0,253141.11,429781.94,0.0
46,1207257,187077.67,11679720.56,11866798.23,217602.87,30525.21,0.0
237,1852074,21270.25,12283.0,0.0,0.0,0.0,0.0
188,1949085,175285.22,195738.0,20452.78,2335841.1,2511126.32,0.0
284,1852074,7802.5,30571.0,22768.5,0.0,0.0,0.0
42,1852074,12116.35,0.0,0.0,0.0,0.0,0.0
129,1852074,746.31,0.0,0.0,0.0,0.0,0.0
327,1852074,13471.03,7426.0,0.0,0.0,0.0,0.0
167,1852074,11822.73,8279.0,0.0,0.0,0.0,0.0
234,457095,1019102.8,0.0,0.0,2105182.19,3124284.99,0.0
274,1949085,32381.61,580.0,0.0,4002664.71,3829087.54,0.0
202,1949085,187562.99,71881.0,0.0,5123301.23,5407867.42,0.0
43,1949085,170155.59,10715.47,0.0,3527294.22,3697449.81,0.0
143,1852074,1015.8,20232.0,19216.2,0.0,0.0,0.0
299,1207257,115269.65,55678.0,170947.65,0.0,0.0,0.0
163,1949085,190676.16,38108.0,0.0,1115344.62,1306020.78,0.0
306,1949085,194624.22,0.0,0.0,3369765.17,3564389.39,0.0
304,1207257,69761.94,6441834.88,6511596.81,216426.56,146664.62,0.0
179,1949085,289148.47,79850.39,0.0,6836501.56,7499613.16,0.0
325,1949085,300649.73,0.0,0.0,356512.67,657162.39,0.0
354,1949085,151706.01,14456.0,0.0,80727.15,232433.15,0.0
11,457095,1615858.68,0.0,0.0,18778641.12,20669780.87,0.0
153,457095,1997.7,229.0,0.0,1480891.47,1482889.17,0.0
375,1852074,1843.85,0.0,0.0,0.0,0.0,0.0
44,1207257,110344.12,110792.0,221136.12,284260.36,173916.25,0.0
261,1852074,1568.77,177833.0,176264.23,0.0,0.0,0.0
353,457095,1849064.17,11063.0,0.0,110895.3,1959959.48,0.0
330,1852074,6150.28,0.0,0.0,0.0,0.0,0.0
187,1949085,21157.12,0.0,0.0,225938.18,247095.3,0.0
377,1949085,291400.75,82714.0,0.0,0.0,291400.75,0.0
206,1207257,87992.35,5486183.77,5574176.12,90412.68,2420.33,0.0
303,1852074,6066.22,0.0,0.0,0.0,0.0,0.0
328,1949085,134154.79,31786.0,0.0,1162613.99,1296768.78,0.0
329,1852074,6182.01,198352.73,192170.71,0.0,0.0,0.0
209,1207257,188957.42,157212.56,346169.98,216168.34,27210.92,0.0
16,1949085,270358.32,882232.71,611874.39,959085.78,1974126.53,0.0
185,1207257,102745.33,4096359.43,4199104.76,134880.51,32135.18,0.0
40,1949085,184627.25,0.0,0.0,422737.87,607365.12,0.0
181,1949085,45047.74,0.0,0.0,88767.99,133815.73,0.0
323,1852074,20043.3,0.0,0.0,0.0,0.0,0.0
236,1852074,2134.63,0.0,0.0,0.0,0.0,0.0
235,1852074,19543.8,0.0,0.0,0.0,0.0,0.0
279,1949085,276562.54,0.0,0.0,2291571.08,2568133.61,0.0
162,1207257,293354.99,100929.0,394283.99,0.0,0.0,0.0
11,1852074,10700.1,0.0,0.0,0.0,0.0,0.0
255,1852074,263.03,55283.0,55019.97,0.0,0.0,0.0
186,1852074,5069.42,38622.0,33552.58,0.0,0.0,0.0
19,1949085,377024.9,27143.0,0.0,209192.89,586217.78,0.0
138,1207257,66726.2,18789009.24,18855735.44,328022.13,261295.93,0.0
160,1949085,94476.66,0.0,0.0,439746.62,534223.28,0.0
230,1852074,12812.78,188307.49,175494.71,0.0,0.0,0.0
275,1207257,49895.87,19873095.78,19922991.66,3874171.06,3824275.19,0.0
213,457095,348833.46,0.0,0.0,1866411.54,2215245.0,0.0
256,1949085,177536.04,0.0,0.0,690987.84,868523.88,0.0
305,1852074,14841.39,0.0,0.0,0.0,0.0,0.0
161,457095,59619.97,21857.0,0.0,1880497.01,1940116.98,0.0
210,1207257,9350.45,8599486.73,8608837.18,1206667.11,1197316.66,0.0
307,1949085,17428.77,0.0,0.0,337541.61,354970.38,0.0
184,457095,417613.41,0.0,0.0,1316686.88,1734300.29,0.0
252,1852074,8344.68,201505.0,193160.32,0.0,0.0,0.0
11,1852074,2983.41,0.0,0.0,0.0,0.0,0.0
160,1207257,50658.22,24931.0,75589.22,225143.54,174485.33,0.0
139,1949085,72757.75,10953.0,0.0,3309169.66,3381927.41,0.0
35,1949085,7951.39,10415.0,2463.61,26839262.25,27255907.92,0.0
96,1852074,7766.49,28411.87,20645.38,0.0,0.0,0.0
136,1949085,29870.38,284.0,0.0,183914.26,213784.64,0.0
355,457095,453564.54,9347.0,0.0,0.0,453564.54,0.0
227,1852074,50828.42,3445.0,0.0,0.0,0.0,0.0
234,1852074,21360.21,43319.0,21958.79,0.0,0.0,0.0
45,1852074,6830.37,51055.0,44224.63,0.0,0.0,0.0
379,1852074,4551.36,0.0,0.0,0.0,0.0,0.0
155,1949085,381561.88,29721.0,0.0,3377835.37,3759397.25,0.0
37,1949085,23340.11,572394.64,549054.53,1155986.85,1628379.05,0.0
21,1852074,11787.47,247920.0,236132.53,0.0,0.0,0.0
181,1852074,9863.79,152358.0,142494.21,0.0,0.0,0.0
251,1949085,65917.78,756.0,0.0,23079.78,386493.71,0.0
370,1949085,107825.9,121270.7,13444.81,1363220.21,1471046.11,0.0
157,1852074,6562.13,0.0,0.0,0.0,0.0,0.0
251,1852074,789.6,77352.44,76562.84,0.0,0.0,0.0
352,1949085,502246.94,20882.0,0.0,180630.98,682877.92,0.0
137,1949085,162826.15,368270.0,205443.85,142626.14,305452.29,0.0
378,1949085,142328.7,31314.0,0.0,0.0,142328.7,0.0
37,1207257,243739.01,5136943.74,5380682.74,284829.27,41090.27,0.0
372,1949085,159793.55,0.0,0.0,405381.06,565174.62,0.0
188,1949085,108947.25,649.0,0.0,1042.98,109990.23,0.0
210,1852074,10112.76,45232.0,35119.24,0.0,0.0,0.0
138,1852074,7138.73,255907.0,248768.27,0.0,0.0,0.0
9,1852074,5458.27,0.0,0.0,0.0,0.0,0.0
136,1949085,26911.14,35384.0,8472.86,0.0,26911.14,0.0
165,1949085,169154.35,0.0,0.0,618485.49,787639.84,0.0
253,1949085,241500.94,0.0,0.0,463830.54,705331.48,0.0
178,1852074,8853.32,10287.0,1433.68,0.0,0.0,0.0
241,1949085,195373.28,9362.48,0.0,422347.1,617720.38,0.0
226,1207257,191320.17,7117598.59,7308918.76,18792629.17,18601309.0,0.0
190,1852074,4382.63,0.0,0.0,0.0,0.0,0.0
155,1852074,7410.69,0.0,0.0,0.0,0.0,0.0
40,1852074,9354.61,33215.0,23860.39,0.0,0.0,0.0
380,1949085,32563.89,2066.28,0.0,350012.32,382576.21,0.0
279,1949085,402415.57,83810.0,0.0,4566402.49,4968818.06,0.0
249,1852074,387.47,0.0,0.0,0.0,0.0,0.0
306,1852074,15156.48,239356.15,224199.68,0.0,0.0,0.0
210,1852074,3065.64,893342.27,890276.63,0.0,0.0,0.0
211,1852074,1526.84,12054.07,10527.23,0.0,0.0,0.0
233,1949085,102109.58,0.0,0.0,1233105.0,1335214.59,0.0
233,1207257,20179.82,5467996.01,5488175.83,5657466.7,5637286.89,0.0
204,1949085,393852.34,81163.0,0.0,19516.56,413368.9,0.0
308,1949085,177369.62,20378.0,0.0,0.0,177369.62,0.0
22,1852074,48186.23,14817.32,0.0,0.0,0.0,0.0
328,1207257,567534.4,13990061.29,14557595.69,664742.33,97207.93,0.0
155,1949085,410335.61,297642.0,0.0,1013294.64,1423630.25,0.0
15,1949085,216450.75,0.0,0.0,552117.59,680754.87,0.0
209,1207257,31852.18,910966.38,942818.56,1023764.78,991912.61,0.0
230,1949085,41614.89,22263.0,0.0,0.0,41614.89,0.0
349,1949085,11307.56,52815.0,41507.44,0.0,11307.56,0.0
203,1949085,235890.45,9822.0,0.0,0.0,235890.45,0.0
159,457095,1532612.53,1317.0,0.0,0.0,1532612.53,0.0
327,1207257,101829.88,7167696.35,7269526.23,2565065.47,2463235.6,0.0
14,1949085,352932.56,505907.0,152974.44,0.0,676818.93,0.0
40,1949085,134563.58,0.0,0.0,289947.04,424510.62,0.0
374,1207257,287046.64,6144512.55,6431559.2,8407531.07,8120484.43,0.0
17,1949085,385780.09,79261.0,0.0,2513.89,282384.03,0.0
33,1949085,407210.24,64382.0,0.0,0.0,407210.24,0.0
351,1207257,16119.58,900394.05,916513.63,100522.81,84403.23,0.0
13,1852074,20094.35,0.0,0.0,0.0,0.0,0.0
178,1949085,336038.87,0.0,0.0,854024.36,1190063.23,0.0
331,1207257,124999.9,20857.0,145856.9,4750067.45,4625067.56,0.0
300,1852074,21239.38,430346.95,409107.57,0.0,0.0,0.0
359,1852074,3839.46,5752.51,1913.04,0.0,0.0,0.0
119,1852074,6763.63,2122.33,0.0,0.0,0.0,0.0
234,1949085,74658.65,15583.0,0.0,672048.06,746706.7,0.0
234,1207257,79016.26,10002.0,89018.26,6562402.68,6483386.42,0.0
309,1852074,6107.2,5079.0,0.0,0.0,0.0,0.0
356,1852074,6082.96,29733.0,23650.04,0.0,0.0,0.0
256,1207257,122850.05,203.0,123053.05,14770.92,0.0,0.0
141,1949085,187790.98,209703.0,21912.02,91056.5,278847.48,0.0
286,1852074,5062.81,51532.0,46469.19,0.0,0.0,0.0
138,1949085,44404.11,0.0,0.0,394795.13,439199.24,0.0
284,1949085,9918.9,0.0,0.0,1299211.56,1309130.46,0.0
140,1207257,87009.47,258690.0,345699.47,0.0,0.0,0.0
177,1852074,745.28,0.0,0.0,0.0,0.0,0.0
153,1852074,1920.57,0.0,0.0,0.0,0.0,0.0
137,1852074,14015.85,1503.0,0.0,0.0,0.0,0.0
138,1207257,83886.11,7114312.53,7198198.64,1826308.47,1687467.47,0.0
254,457095,361315.18,0.0,0.0,1053942.57,1415257.75,0.0
95,457095,2056012.36,48071.08,0.0,2600903.48,4656915.83,0.0
257,35119,2640.55,25160.0,22519.45,193342.63,195983.18,0.0
38,1207257,180934.19,1996025.53,2176959.72,349755.5,168821.31,0.0
33,1852074,6687.84,213193.34,206505.5,0.0,0.0,0.0
227,1949085,32751.75,0.0,0.0,1896603.17,1929354.93,0.0
10,1207257,257071.03,6883579.12,7140650.15,3045388.29,4144037.72,0.0
14,1852074,12421.49,0.0,0.0,0.0,0.0,0.0
236,1207257,41414.55,116207.16,157621.72,825287.3,783872.75,0.0
354,1852074,11401.47,0.0,0.0,0.0,0.0,0.0
184,1852074,15012.98,22131.0,7118.02,0.0,0.0,0.0
325,1949085,179447.17,41428.0,0.0,326963.65,506410.82,0.0
252,1852074,38996.59,0.0,0.0,0.0,0.0,0.0
355,457095,3054678.56,0.0,0.0,8776604.11,11831282.67,0.0
306,1852074,5109.26,31440.12,26330.86,0.0,0.0,0.0
215,1852074,15279.66,0.0,0.0,0.0,0.0,0.0
182,1949085,12262.2,0.0,0.0,1092410.25,1104672.46,0.0
308,1852074,17455.2,25784.0,8328.8,0.0,0.0,0.0
235,1207257,387827.17,1292694.34,1680521.51,1486465.75,1098638.58,0.0
10,1949085,410979.85,20746.0,0.0,0.0,447572.64,0.0
10,1852074,9093.9,0.0,0.0,0.0,0.0,0.0
302,1852074,34872.05,0.0,0.0,0.0,0.0,0.0
298,1852074,4608.55,34902.0,30293.45,0.0,0.0,0.0
8,1852074,2854.18,5039.0,2184.82,0.0,0.0,0.0
328,1949085,133598.22,39.0,0.0,712151.8,845750.02,0.0
41,457095,57464.55,21620.0,0.0,206740.21,264204.76,0.0
180,1949085,261920.82,0.0,0.0,3151087.06,3413007.88,0.0
204,1949085,184030.83,20328.0,0.0,0.0,0.0,0.0
209,1852074,14516.72,0.0,0.0,0.0,0.0,0.0
17,1949085,46087.58,19452.27,0.0,906666.86,952754.44,0.0
207,1949085,52524.96,6650.0,0.0,884517.38,937042.34,0.0
140,1949085,19674.44,0.0,0.0,111294.69,130969.12,0.0
306,457095,544204.33,14123.0,0.0,613071.31,1157275.65,0.0
179,1852074,29451.07,0.0,0.0,0.0,0.0,0.0
322,1852074,26303.99,368614.25,342310.26,0.0,0.0,0.0
40,1852074,7850.12,260178.0,252327.88,0.0,0.0,0.0
297,1207257,178831.74,237419.0,416250.74,9967902.67,9789070.93,0.0
7,1852074,2686.38,0.0,0.0,0.0,0.0,0.0
183,1207257,49453.29,7532569.74,7582023.03,607965.05,558511.76,0.0
323,1852074,1089.7,161889.89,160800.19,0.0,0.0,0.0
177,35119,2104.17,39656.0,37551.83,792020.28,794124.45,0.0
306,1949085,224116.32,12050.0,0.0,15100983.11,15325099.43,0.0
231,1949085,79470.22,19820.0,0.0,0.0,79470.22,0.0
332,1949085,237961.59,15337.0,0.0,0.0,237961.59,0.0
207,1207257,127860.36,84471.2,212331.56,2314013.11,2186152.74,0.0
189,1949085,54240.15,0.0,0.0,579055.43,633295.57,0.0
156,1949085,211978.33,730.0,0.0,68996.75,280975.08,0.0
158,1949085,443873.99,670.0,0.0,67700.15,511574.14,0.0
16,1852074,4408.35,522273.15,517864.8,0.0,0.0,0.0
19,1852074,4175.04,806409.96,802234.92,0.0,0.0,0.0
21,1852074,50147.32,42233.81,0.0,0.0,0.0,0.0
154,1207257,131894.64,10979.0,142873.64,7599502.12,7467607.49,0.0
306,1852074,41559.3,277967.48,236408.18,0.0,0.0,0.0
252,1949085,200075.06,1337.0,0.0,156500.88,356575.93,0.0
159,1852074,13235.83,67849.41,54613.58,0.0,0.0,0.0
167,1852074,10790.34,34737.0,23946.66,0.0,0.0,0.0
132,1207257,447695.22,9271620.42,9719315.64,2594383.21,2146687.99,0.0
35,1207257,201629.96,9614043.11,9815673.07,1814090.79,2382797.56,0.0
181,1207257,84961.38,606.0,85567.38,519752.24,434790.86,0.0
308,1852074,27169.1,0.0,0.0,0.0,0.0,0.0
305,1207257,89873.38,523533.0,613406.38,0.0,0.0,0.0
187,1949085,256630.4,29884.0,0.0,443866.16,700496.56,0.0
348,1852074,167.61,51726.92,51559.31,0.0,0.0,0.0
20,1949085,361132.6,0.0,0.0,2099942.12,2718892.3,0.0
14,1949085,152908.24,0.0,0.0,1256406.8,1371864.0,0.0
130,1949085,279126.82,240154.54,0.0,349783.79,628910.61,0.0
186,1949085,2637.22,836412.0,833774.78,675707.5,678344.72,0.0
278,1852074,5358.55,0.0,0.0,0.0,0.0,0.0
210,457095,5336.21,314412.0,309075.79,561210.01,566546.22,0.0
278,1949085,126801.65,0.0,0.0,6193512.15,6320313.8,0.0
258,1949085,184737.66,10607.0,0.0,674097.45,858835.11,0.0
351,457095,2508924.72,0.0,0.0,9606634.25,12115558.98,0.0
284,1949085,75890.08,16836.0,0.0,0.0,75890.08,0.0
346,1949085,224495.47,0.0,0.0,11893181.42,12117676.88,0.0
44,1852074,3766.21,31603.0,27836.79,0.0,0.0,0.0
188,1207257,336024.66,9472233.84,9808258.5,357403.14,21378.49,0.0
48,1852074,8437.26,10709.0,2271.74,0.0,0.0,0.0
204,1949085,69008.58,0.0,0.0,309949.02,378957.6,0.0
158,1949085,62823.65,0.0,0.0,475170.68,537994.33,0.0
334,1852074,8863.39,11050.0,2186.61,0.0,0.0,0.0
259,457095,376568.24,0.0,0.0,1047420.42,1467407.97,0.0
321,35119,2538.31,5369.0,2830.69,800281.9,802820.21,0.0
260,1949085,100203.93,10169.42,0.0,563305.21,663509.15,0.0
332,1207257,27259.89,4033769.17,4061029.06,506879.45,479619.55,0.0
358,1207257,136281.11,5941216.91,6077498.02,1225818.7,1089537.59,0.0
190,1207257,23006.48,6113147.96,6136154.44,153447.17,130440.69,0.0
138,1949085,26421.78,20834.0,0.0,26629.51,53051.3,0.0
203,1949085,468732.2,12577.0,0.0,0.0,468732.2,0.0
325,1949085,179917.58,422914.0,242996.42,35928.45,215846.03,0.0
301,1852074,16850.41,153353.65,136503.25,0.0,0.0,0.0
257,1852074,631.94,0.0,0.0,0.0,0.0,0.0
38,1207257,304018.39,2230773.41,2534791.8,2005318.95,1701300.57,0.0
231,457095,159522.13,0.0,0.0,684682.1,844204.23,0.0
